game,date,time,field,bracket,ROUND,team,SCORE
466,4/18/12,6:30 PM,CVL Warrior Field,U11B,3,CVL3,
491,4/18/12,6:30 PM,GV Great Valley MS,U11B,3,GV,
491,4/18/12,6:30 PM,GV Great Valley MS,U11B,3,COV2,
543,4/18/12,6:30 PM,KEN Legacy Field B,U11B,2,KEN1,
543,4/18/12,6:30 PM,KEN Legacy Field B,U11B,4,UNV2,
179,4/18/12,6:30 PM,LV Eagleview 1,U11A,3,LV,
179,4/18/12,6:30 PM,LV Eagleview 1,U11A,2,BYC,
174,4/18/12,6:30 PM,ST TE Middle Sch 2,U11A,3,ST,
174,4/18/12,6:30 PM,ST TE Middle Sch 2,U11A,2,WB,
532,4/18/12,6:30 PM,WB Embreeville,U11B,4,WB,
532,4/18/12,6:30 PM,WB Embreeville,U11B,3,AVG2,
2,4/19/12,6:30 PM,ABG Huntingdon Upper,U15A,3,ABG,
2,4/19/12,6:30 PM,ABG Huntingdon Upper,U15A,2,CVL,
60,4/19/12,6:30 PM,ASH Haverford Upper,U15A,2,ASH,
60,4/19/12,6:30 PM,ASH Haverford Upper,U15A,2,LV,
65,4/19/12,6:30 PM,AVG Harmony Park,U15A,1,AVG,
65,4/19/12,6:30 PM,AVG Harmony Park,U15A,3,WC,
18,4/19/12,6:30 PM,BYC Garnet Valley MS,U15A,2,BYC,
18,4/19/12,6:30 PM,BYC Garnet Valley MS,U15A,3,COV,
273,4/19/12,6:30 PM,COV Batdorf Park,U15B,4,COV,
273,4/19/12,6:30 PM,COV Batdorf Park,U15B,5,UNV,
303,4/19/12,6:30 PM,LV Pine Creek,U15B,4,LV1,
303,4/19/12,6:30 PM,LV Pine Creek,U15B,2,BYC,
295,4/19/12,6:30 PM,ST Wilson Park CYL,U15B,4,ST,
295,4/19/12,6:30 PM,ST Wilson Park CYL,U15B,4,AVG,
47,4/19/12,6:30 PM,WB Downingtown MS,U15A,3,WB,
47,4/19/12,6:30 PM,WB Downingtown MS,U15A,3,GV,
315,4/19/12,6:30 PM,WC Kelly Field,U15B,4,WC1,
315,4/19/12,6:30 PM,WC Kelly Field,U15B,3,WB,
500,4/20/12,6:30 PM,ASH Lower Merion HS,U11B,4,ASH,
500,4/20/12,6:30 PM,ASH Lower Merion HS,U11B,3,ST,
158,4/20/12,6:30 PM,AVG Harmony Park,U11A,3,AVG,
158,4/20/12,6:30 PM,AVG Harmony Park,U11A,5,CVL,
193,4/20/12,6:30 PM,BYC Bethel Spr ES 12,U11A,3,BYC,
193,4/20/12,6:30 PM,BYC Bethel Spr ES 12,U11A,4,ASH,
457,4/20/12,6:30 PM,CVL Warrior Field,U11B,4,CVL1,
457,4/20/12,6:30 PM,CVL Warrior Field,U11B,4,COV1,
497,4/20/12,6:30 PM,LV Eagleview 1,U11B,2,LV2,
497,4/20/12,6:30 PM,LV Eagleview 1,U11B,2,PHX,
511,4/20/12,6:30 PM,LV Eagleview 2,U11B,4,LV1,
511,4/20/12,6:30 PM,LV Eagleview 2,U11B,4,LV3,
526,4/20/12,6:30 PM,WB Embreeville,U11B,5,WB,
526,4/20/12,6:30 PM,WB Embreeville,U11B,3,UNV1,
444,4/21/12,12:00 PM,ABG Huntingdon Upper,U13B,5,ABG,
444,4/21/12,12:00 PM,ABG Huntingdon Upper,U13B,4,WC1,
68,4/21/12,2:00 PM,ABG Huntingdon Upper,U13A,3,ABG,
68,4/21/12,2:00 PM,ABG Huntingdon Upper,U13A,4,CVL,
24,4/21/12,4:00 PM,ABG Huntingdon Upper,U15A,4,ABG,
24,4/21/12,4:00 PM,ABG Huntingdon Upper,U15A,4,WC,
362,4/21/12,12:00 PM,ASH Lower Merion HS,U13B,3,ASH,
362,4/21/12,12:00 PM,ASH Lower Merion HS,U13B,5,ST2,
479,4/21/12,2:00 PM,ASH Lower Merion HS,U11B,5,ASH,
479,4/21/12,2:00 PM,ASH Lower Merion HS,U11B,4,CVL3,
108,4/21/12,4:00 PM,ASH Lower Merion HS,U13A,3,ASH,
108,4/21/12,4:00 PM,ASH Lower Merion HS,U13A,3,GV,
571,4/21/12,10:00 AM,AVG Avon Grove HS,U11B,4,AVG2,
571,4/21/12,10:00 AM,AVG Avon Grove HS,U11B,3,KEN1,
185,4/21/12,12:00 PM,AVG Avon Grove HS,U11A,4,AVG,
185,4/21/12,12:00 PM,AVG Avon Grove HS,U11A,3,WB,
232,4/21/12,2:00 PM,AVG Avon Grove HS,U13C,5,AVG,
232,4/21/12,2:00 PM,AVG Avon Grove HS,U13C,4,UNV,
539,4/21/12,10:00 AM,BYC Bethel Spr ES 12,U11B,5,BYC3,
539,4/21/12,10:00 AM,BYC Bethel Spr ES 12,U11B,4,UNV1,
182,4/21/12,12:00 PM,BYC Bethel Spr ES 12,U11A,4,BYC,
182,4/21/12,12:00 PM,BYC Bethel Spr ES 12,U11A,3,WC,
406,4/21/12,10:00 AM,BYC Garnet Valley MS,U13B,6,BYC1,
406,4/21/12,10:00 AM,BYC Garnet Valley MS,U13B,6,AVG1,
410,4/21/12,12:00 PM,BYC Garnet Valley MS,U13B,6,BYC2,
410,4/21/12,12:00 PM,BYC Garnet Valley MS,U13B,4,AVG2,
333,4/21/12,2:00 PM,BYC Garnet Valley MS,U15B,3,BYC,
333,4/21/12,2:00 PM,BYC Garnet Valley MS,U15B,5,KEN,
