Date,Start,Finish,Team,Facility,Type,Opponent,DB ID
4/19/15,10:15 AM,11:30 AM,Girls U11 B>Pelham Lady Outlaws,Muldoon Park,Game,Girls U11 B>Hollis Brookline,5183126
4/19/15,10:15 AM,11:30 AM,Boys U9 B>Hampstead Red,Phanzone,Game,Boys U9 B>Abenaki-Wolfeboro,5208157
4/19/15,10:15 AM,11:30 AM,Boys U13 B1>Hampstead,Depot Road Field,Game,Boys U13 B1>Exeter,5200171
4/19/15,10:15 AM,11:30 AM,Boys U13 A>Seacoast,Portsmouth High,Game,Boys U13 A>Nashua - White,5187248
4/19/15,10:15 AM,11:30 AM,Boys U13 B1>Hollis Brookline,Nichols Field,Game,Boys U13 B1>Bedford,5200167
4/19/15,10:15 AM,11:30 AM,Boys U9 B>Keene Crush,Sodexho Field,Game,Boys U9 B>Pelham Outlaws,5208162
4/19/15,10:30 AM,11:45 AM,Girls U11 B>MYL Girls U11B Junior Tomahawks,Bishop,Game,Girls U11 B>Hopkinton U11 Girls,5183125
4/19/15,10:30 AM,11:45 AM,Boys U9 B>Laconia Sachems,Tilton School Burch Fiel,Game,Boys U9 B>Nashua - White,5208160
4/19/15,10:30 AM,11:45 AM,Girls U9 B>Bow,Memorial School,Game,Girls U9 B>Concord Crush Orange,5187771
4/19/15,10:30 AM,11:45 AM,Boys U9 B>Concord Crush Black,Memorial Field,Game,Boys U9 B>Bow,5208166
4/19/15,10:30 AM,11:45 AM,Girls U11 B>Amherst U11B - Black,Lower Bean,Game,Girls U11 B>Hampton Lacrosse - Green,5183124
4/19/15,10:30 AM,11:45 AM,Boys U9 B>Litchfield U9,LLA - Sawmill Brook,Game,Boys U9 B>MYL Boys U9B Junior Tomahawks 1,5208156
4/19/15,10:30 AM,11:45 AM,Boys U15 C>Londonderry Boys U15 Wolves,West Road Field #1,Game,Boys U15 C>Abenaki-Wolfeboro,5200330
4/19/15,10:30 AM,11:45 AM,Boys U13 C>Rattlers U13C,East Road Fields,Game,Boys U13 C>Hudson Hawks,5211054
4/19/15,10:30 AM,11:45 AM,Boys U11 A>Bedford,Bedford HS,Game,Boys U11 A>Hampstead,5182653
4/19/15,10:30 AM,11:45 AM,Boys U13 A>Amherst U13A - Gold,Souhegan HS,Game,Boys U13 A>Londonderry Boys U13 Falcons,5187250
4/19/15,10:30 AM,11:45 AM,Boys U13 A>Derry U13A,Humphrey Field,Game,Boys U13 A>Windham U13A,5187251
4/19/15,10:30 AM,11:45 AM,Girls U13 B>Black Bear,Coe-Brown Lower,Game,Girls U13 B>Windham U13 Virginia,5182994
4/19/15,10:30 AM,11:45 AM,Girls U9 B>Concord Crush Black,Martin Field,Game,Girls U9 B>Windham U9 Yale,5187769
4/19/15,10:30 AM,11:45 AM,Girls U15 B>Nashua,Stellos Stadium,Game,Girls U15 B>Lakes Region Lacrosse Club,5182871
4/19/15,10:30 AM,11:45 AM,Boys U15 B>Peterborough,ConVal HS JV Field,Game,Boys U15 B>Hollis Brookline,5200252
4/19/15,10:30 AM,11:45 AM,Girls U13 B>Plymouth Youth Lacrosse,Bridge Road,Game,Girls U13 B>Derry,5182992
4/19/15,10:30 AM,11:45 AM,Girls U9 B>Amherst U9B - Gold,Middle Bean,Game,Girls U9 B>Derry,5187763
4/19/15,10:45 AM,12:00 PM,Boys U15 A>Cocheco,Bellamy 3,Game,Boys U15 A>Hampstead,5182165
4/19/15,11:00 AM,11:55 AM,Boys U9 B>Hudson Hawks Maroon,Presentation of Mary,Game,Boys U9 B>Rattlers U9 Maroon,5208165
4/19/15,11:00 AM,11:55 AM,Boys U11 C>Windham U11C,Griffin Park,Game,Boys U11 C>Hudson Hawks Maroon,5200897
4/19/15,11:00 AM,12:15 PM,Boys U13 C>Exeter,Exeter High School,Game,Boys U13 C>Bedford,5211055
4/19/15,11:00 AM,12:15 PM,Boys U11 B2>Goffstown Maroon,Laurier St Field,Game,Boys U11 B2>Goffstown Hansen,5200961
4/19/15,11:00 AM,11:55 AM,Boys U9 B>Hudson Hawks White,Presentation of Mary,Game,Boys U9 B>Peterborough,5208164
4/19/15,11:15 AM,12:30 PM,Boys U15 C>Lakes Region Lacrosse Club,New Hampton School Turf,Game,Boys U15 C>Cocheco,5200329
4/19/15,11:15 AM,12:30 PM,Boys U11 B2>Hooksett,Donati Field,Game,Boys U11 B2>Concord Crush Black,5208161
4/19/15,11:30 AM,12:45 PM,Boys U9 A>Pelham Outlaws,Muldoon Park U9 Field,Game,Boys U9 A>Nashua - Purple,5187842
4/19/15,11:30 AM,12:45 PM,Girls U15 A>Seacoast,Portsmouth High,Game,Girls U15 A>Amherst U15A - Gold,5182943
4/19/15,11:30 AM,12:45 PM,Boys U13 B2>Abenaki-Wolfeboro,Brewster Academy Turf,Game,Boys U13 B2>Laconia Sachems,5194118
4/19/15,11:30 AM,12:45 PM,Girls U15 B>Pelham Lady Outlaws,Muldoon Park,Game,Girls U15 B>JSG U15G,5182875
4/19/15,11:45 AM,1:00 PM,Girls U13 B>MPAL U13,Memorial HS,Game,Girls U13 B>JSG U13G,5182985
4/19/15,11:45 AM,1:00 PM,Boys U9 B>Derry U9B - White,Humphrey Field,Game,Boys U9 B>Antrim U9 Boys,5208155
4/19/15,11:45 AM,1:00 PM,Girls U11 A>Hampstead,Depot Road Field,Game,Girls U11 A>Windham U11 Hopkins,5183191
4/19/15,11:45 AM,1:00 PM,Girls U15 B>ORYA White,little river park,Game,Girls U15 B>Laconia Sachems,5182873
4/19/15,11:45 AM,1:00 PM,Boys U11 A>Concord Crush Orange,Memorial Field,Game,Boys U11 A>Windham U11A,5182654
4/19/15,11:45 AM,1:00 PM,Boys U9 A>Rattlers U9 Black,East Road Fields,Game,Boys U9 A>MPAL U9 Blue,5187838
4/19/15,11:45 AM,1:00 PM,Boys U11 B2>Merrimack Valley Blue Storm,Boscawen Elementary ,Game,Boys U11 B2>Seacoast,5200959
4/19/15,11:45 AM,1:00 PM,Girls U15 B>Peterborough,Dublin School,Game,Girls U15 B>Hopkinton U15 Girls,5182876
4/19/15,11:45 AM,1:00 PM,Boys U11 B2>Londonderry Boys U11 Huskies,West Road Field #1,Game,Boys U11 B2>Amherst U11B - Black,5200960
4/19/15,11:45 AM,1:00 PM,Girls U11 A>Amherst U11A - Gold,Lower Bean,Game,Girls U11 A>Nashua ,5183189
4/19/15,11:45 AM,1:00 PM,Boys U13 A>Bedford,Bedford HS,Game,Boys U13 A>Hooksett,5187249
4/19/15,11:45 AM,1:00 PM,Girls U9 B>Amherst U9B - Black,Middle Bean,Game,Girls U9 B>Hampstead,5187765
4/19/15,11:45 AM,1:00 PM,Boys U11 A>Amherst U11A - Gold,Souhegan HS,Game,Boys U11 A>Londonderry Boys U11 Razors,5182652
4/19/15,11:45 AM,1:00 PM,Girls U13 B>Nashua - White,Stellos Stadium,Game,Girls U13 B>Hampton Lacrosse - Blue,5182989
4/19/15,12:00 PM,1:15 PM,Boys U11 B1>Bow,Memorial School,Game,Boys U11 B1>Keene Crush Orange,5187408
4/19/15,12:00 PM,12:55 PM,Boys U15 C>Hudson Hawks White,Presentation of Mary,Game,Boys U15 C>Hanover,5200332
4/19/15,12:00 PM,1:15 PM,Boys U13 B2>Cocheco,Bellamy 3,Game,Boys U13 B2>Exeter,5194121
4/19/15,12:15 PM,1:30 PM,Boys U13 C>Goffstown,Laurier St Field,Game,Boys U13 C>Amherst U13C - White,5211057
4/19/15,12:15 PM,1:30 PM,Girls U9 B>MYL Girls U9B Junior Tomahawks,Reeds 4,Game,Girls U9 B>Londonderry U9 Cobras,5187762
4/19/15,12:30 PM,1:45 PM,Boys U9 B>Lakes Region Lacrosse Club,New Hampton School Turf,Game,Boys U9 B>MYL Boys U9B Junior Tomahawks 2,5208158
4/19/15,12:45 PM,2:00 PM,Boys U15 B>Pelham Outlaws,Muldoon Park,Game,Boys U15 B>Hooksett,5200251
4/19/15,12:45 PM,2:00 PM,Boys U11 C>Hampton Lacrosse - White,North Hampton School,Game,Boys U11 C>Black Bear,5200898
4/19/15,12:45 PM,2:00 PM,Girls U9 B>Pelham Lady Outlaws,Muldoon Park U9 Field,Game,Girls U9 B>JSG U9G,5187768
4/19/15,1:00 PM,2:15 PM,Girls U11 B>MPAL U11 Blue,Memorial HS,Game,Girls U11 B>JSG U11G,5183123
4/19/15,1:00 PM,2:15 PM,Boys U11 B1>Derry U11B1,Humphrey Field,Game,Boys U11 B1>JSG U11B,5187407
4/19/15,1:00 PM,2:15 PM,Girls U13 A>Hampstead,Depot Road Field,Game,Girls U13 A>Windham U13 Duke,5183078
4/19/15,1:00 PM,2:15 PM,Girls U9 B>Nashua - Purple,Stellos Stadium,Game,Girls U9 B>Londonderry Girls U9 Vipers,5187764
4/19/15,1:00 PM,1:55 PM,Boys U11 C>Hudson Hawks White,Presentation of Mary,Game,Boys U11 C>Rattlers U11 White,5200895
4/19/15,1:00 PM,2:15 PM,Girls U11 B>Bedford,Bedford HS,Game,Girls U11 B>Goffstown,5183122
4/19/15,1:00 PM,2:15 PM,Girls U15 A>ORYA Red,little river park,Game,Girls U15 A>Bedford,5182941
4/19/15,1:30 PM,2:45 PM,Boys U13 B2>Bow,Memorial School,Game,Boys U13 B2>Hooksett,5194116
4/19/15,1:45 PM,3:00 PM,Girls U11 B>Lakes Region Lacrosse Club,New Hampton School Turf,Game,Girls U11 B>Laconia Sachems,5183128
4/19/15,2:00 PM,3:15 PM,Boys U13 C>Hampton Lacrosse - Warriors,North Hampton School,Game,Boys U13 C>Salem,5211056
4/19/15,2:00 PM,3:15 PM,Boys U11 B1>Pelham Outlaws,Muldoon Park,Game,Boys U11 B1>Lakes Region Lacrosse Club,5187406
4/19/15,2:00 PM,3:15 PM,Boys U13 B1>Hopkinton U13 Boys,Houston Fields #4,Game,Boys U13 B1>Amherst U13B - Black,5200170
4/19/15,2:00 PM,3:15 PM,Girls U13 A>Seacoast,Portsmouth High,Game,Girls U13 A>Nashua - Purple,5183079
4/19/15,2:15 PM,3:30 PM,Boys U15 B>Derry U15B,Humphrey Field,Game,Boys U15 B>Seacoast,5200253
4/19/15,2:15 PM,3:30 PM,Girls U13 B>ORYA White,little river park,Game,Girls U13 B>Goffstown,5182991
4/19/15,2:15 PM,3:30 PM,Girls U9 B>Nashua - White,Stellos Stadium,Game,Girls U9 B>Lakes Region Lacrosse Club,5187766
4/19/15,2:15 PM,3:30 PM,Girls U13 A>Bedford,Bedford HS,Game,Girls U13 A>Lakes Region Lacrosse Club,5183077
4/19/15,2:15 PM,3:30 PM,Girls U9 B>MPAL U9 White,Memorial HS,Game,Girls U9 B>MPAL U9 Blue,5187770
4/19/15,2:15 PM,3:30 PM,Girls U15 B>Hampstead,Depot Road Field,Game,Girls U15 B>Plymouth Youth Lacrosse,5182877
4/19/15,2:15 PM,3:30 PM,Boys U9 A>Concord Crush Orange,Memorial Field,Game,Boys U9 A>Windham U9 Cornell,5187841
4/19/15,3:00 PM,4:15 PM,Boys U15 B>Bow,Memorial School,Game,Boys U15 B>Goffstown,5200246
4/19/15,3:15 PM,4:30 PM,Girls U11 A>Seacoast - Smith,Portsmouth High,Game,Girls U11 A>Seacoast - Roelofs,5183192
4/19/15,3:15 PM,4:30 PM,Boys U11 B1>Hampton Lacrosse - Hounds,North Hampton School,Game,Boys U11 B1>Hopkinton U11 Boys,5187411
4/19/15,3:15 PM,4:30 PM,Boys U13 A>Pelham Outlaws,Muldoon Park,Game,Boys U13 A>ORYA Red,5187252
4/19/15,3:30 PM,4:45 PM,Girls U13 B>Bedford,Bedford HS,Game,Girls U13 B>Bow,5182996
4/19/15,3:30 PM,4:45 PM,Boys U11 B2>MPAL U11 White,Memorial HS,Game,Boys U11 B2>Rattlers U11 Maroon,5200957
4/19/15,3:30 PM,4:45 PM,Boys U13 C>Derry U13C,Humphrey Field,Game,Boys U13 C>Black Bear,5211053
4/19/15,3:30 PM,4:45 PM,Girls U15 A>Exeter,Exeter High School,Game,Girls U15 A>Derry,5182942
4/19/15,4:15 PM,5:30 PM,Girls U15 B>Goffstown,Laurier St Field,Game,Girls U15 B>Hampton Lacrosse -White,5182879
4/19/15,4:45 PM,6:00 PM,Boys U13 B2>Concord Crush Black,Memorial Field,Game,Boys U13 B2>Windham U13B ,5194119
4/19/15,5:00 PM,6:15 PM,Girls U13 A>Exeter,Exeter High School,Game,Girls U13 A>Hollis Brookline,5183080
4/19/15,6:00 PM,7:15 PM,Boys U15 B>Concord Crush Orange,Memorial Field,Game,Boys U15 B>Exeter,5200255
4/19/15,6:30 PM,7:45 PM,Girls U11 A>Exeter,Exeter High School,Game,Girls U11 A>Hollis Brookline,5183193
4/26/15,8:00 AM,9:15 AM,Girls U15 A>Concord Crush Orange,Martin Field,Game,Girls U15 A>Exeter,5182946
4/26/15,8:00 AM,9:15 AM,Girls U15 A>Amherst U15A - Gold,Lower Bean,Game,Girls U15 A>ORYA Red,5182947
4/26/15,8:00 AM,9:15 AM,Boys U13 B1>Rattlers U13B1,East Road Fields,Game,Boys U13 B1>Keene Crush Orange,5200174
4/26/15,8:00 AM,9:15 AM,Boys U15 C>Plymouth Youth Lacrosse,Bridge Road,Game,Boys U15 C>Londonderry Boys U15 Wolves,5200338
4/26/15,8:00 AM,9:15 AM,Boys U15 A>Derry U15A,Humphrey Field,Game,Boys U15 A>Cocheco,5182167
4/26/15,8:00 AM,9:15 AM,Boys U9 B>Windham U9 Navy,Searles School,Game,Boys U9 B>Hampstead Red,5208172
4/26/15,8:00 AM,9:15 AM,Boys U11 B2>Peterborough,Dublin School,Game,Boys U11 B2>MYL Boys U11B Junior Tomahawks,5200966
4/26/15,8:00 AM,9:15 AM,Boys U11 C>Nashua - White,Stellos Stadium,Game,Boys U11 C>Hudson Hawks White,5200906
4/26/15,8:00 AM,9:15 AM,Girls U15 B>Hopkinton U15 Girls,Houston Field #3,Game,Girls U15 B>Pelham Lady Outlaws,5182884
4/26/15,8:00 AM,9:15 AM,Boys U11 A>Londonderry Boys U11 Razors,West Road Field #1,Game,Boys U11 A>Seacoast,5182660
4/26/15,8:00 AM,9:15 AM,Boys U11 C>MPAL U11 Blue,Memorial HS,Game,Boys U11 C>Litchfield U11,5200904
4/26/15,8:00 AM,9:15 AM,Boys U15 A>Merrimack Valley Blue Storm,Boscawen Elementary ,Game,Boys U15 A>Amherst U15A - Gold,5182168
4/26/15,8:00 AM,9:15 AM,Girls U15 A>Windham U15 Cornell,Nashua Road,Game,Girls U15 A>Seacoast,5182945
4/26/15,8:00 AM,9:15 AM,Girls U13 A>Londonderry Girls U13,West Road Field #2,Game,Girls U13 A>Seacoast,5183084
4/26/15,8:00 AM,9:15 AM,Boys U11 A>Exeter - Blue,Exeter High School,Game,Boys U11 A>Bedford,5182661
4/26/15,8:00 AM,9:15 AM,Boys U13 B1>Amherst U13B - Black,Souhegan HS,Game,Boys U13 B1>Hollis Brookline,5200175
4/26/15,8:00 AM,9:15 AM,Boys U15 C>MYL Boys U15B Junior Tomahawks,Reeds 4,Game,Boys U15 C>MPAL U15 Blue,5200336
4/26/15,8:00 AM,9:15 AM,Boys U13 B1>ORYA White,little river park,Game,Boys U13 B1>Lakes Region Lacrosse Club,5200180
4/26/15,8:00 AM,9:15 AM,Boys U11 C>Concord Crush White,Memorial Field,Game,Boys U11 C>Exeter - Grey,5200905
4/26/15,8:00 AM,9:15 AM,Boys U15 B>Hanover,Sachem Field,Game,Boys U15 B>Peterborough,5200261
4/26/15,8:00 AM,9:15 AM,Boys U15 B>JSG U15B,Bolton Field,Game,Boys U15 B>Laconia Sachems,5200265
4/26/15,9:00 AM,10:15 AM,Girls U11 B>Keene Crush,Sodexho Field,Game,Girls U11 B>Lakes Region Lacrosse Club,5183137
4/26/15,9:00 AM,10:15 AM,Boys U9 B>Black Bear,Coe-Brown Lower,Game,Boys U9 B>Concord Crush Black,5208181
4/26/15,9:00 AM,10:15 AM,Girls U13 A>Lakes Region Lacrosse Club,New Hampton School Turf,Game,Girls U13 A>Amherst U13A - Gold,5183081
4/26/15,9:00 AM,10:15 AM,Girls U13 B>Bow,Memorial School,Game,Girls U13 B>Amherst U13B - Black,5183009
4/26/15,9:00 AM,10:15 AM,Boys U15 C>Abenaki-Wolfeboro,Brewster Academy Turf,Game,Boys U15 C>Litchfield U15,5200335
4/26/15,9:00 AM,10:15 AM,Boys U15 B>Hollis Brookline,Nichols Field,Game,Boys U15 B>Pelham Outlaws,5200262
4/26/15,9:00 AM,10:15 AM,Boys U9 B>Salem Snipers,Walmart Field,Game,Boys U9 B>Hampstead White,5208174
4/26/15,9:15 AM,10:30 AM,Boys U13 B2>Laconia Sachems,Laconia HS,Game,Boys U13 B2>Plymouth Youth Lacrosse,5194124
4/26/15,9:15 AM,10:30 AM,Boys U9 B>Merrimack Valley Blue Storm,Boscawen Elementary ,Game,Boys U9 B>Londonderry Boys U9 Jaguars,5208180
4/26/15,9:15 AM,10:30 AM,Girls U15 B>Plymouth Youth Lacrosse,Bridge Road,Game,Girls U15 B>Londonderry Girls U15,5182885
4/26/15,9:15 AM,10:30 AM,Boys U11 C>Rattlers U11 White,East Road Fields,Game,Boys U11 C>Hudson Hawks Maroon,5200902
4/26/15,9:15 AM,10:30 AM,Boys U9 B>Peterborough,Dublin School,Game,Boys U9 B>Hudson Hawks Maroon,5208179
4/26/15,9:15 AM,10:30 AM,Boys U11 B2>Bedford,Bedford HS,Game,Boys U11 B2>Hooksett,5200963
4/26/15,9:15 AM,10:30 AM,Girls U13 B>Windham U13 Virginia,Nashua Road,Game,Girls U13 B>Keene Crush,5183005
4/26/15,9:15 AM,10:30 AM,Boys U13 A>Derry U13A,Humphrey Field,Game,Boys U13 A>Concord Crush Orange,5187258
4/26/15,9:15 AM,10:30 AM,Boys U13 A>Windham U13A,Griffin Park,Game,Boys U13 A>ORYA Red,5187257
4/26/15,9:15 AM,10:30 AM,Girls U9 B>Hopkinton U9 Girls,Houston Field #1,Game,Girls U9 B>Pelham Lady Outlaws,5187777
4/26/15,9:15 AM,10:30 AM,Boys U9 A>MPAL U9 Blue,Memorial HS,Game,Boys U9 A>Pelham Outlaws,5187848
4/26/15,9:15 AM,10:30 AM,Girls U11 A>Londonderry U11 Girls,West Road Field #2,Game,Girls U11 A>Amherst U11A - Gold,5183194
4/26/15,9:15 AM,10:30 AM,Boys U9 A>JSG U9 Boys,Bolton Field,Game,Boys U9 A>Amherst U9A - Black,5187845
4/26/15,9:15 AM,10:30 AM,Girls U13 B>Concord Crush Orange,Martin Field,Game,Girls U13 B>Seacoast,5183000
4/26/15,9:15 AM,10:30 AM,Boys U13 A>Londonderry Boys U13 Falcons,L'Derry Middle School,Game,Boys U13 A>Seacoast,5187254
4/26/15,9:15 AM,10:30 AM,Boys U9 A>Windham U9 Cornell,Searles School,Game,Boys U9 A>Nashua - Purple,5187846
4/26/15,9:15 AM,10:30 AM,Boys U9 B>MYL Boys U9B Junior Tomahawks 1,Reeds 4,Game,Boys U9 B>Lakes Region Lacrosse Club,5208171
4/26/15,9:15 AM,10:30 AM,Boys U13 B1>Nashua - Purple,Stellos Stadium,Game,Boys U13 B1>Londonderry Boys U13 Hawks,5200178
4/26/15,9:15 AM,10:30 AM,Girls U13 B>Hopkinton U13 Girls,Houston Field #3,Game,Girls U13 B>MPAL U13,5182997
4/26/15,9:15 AM,10:30 AM,Boys U11 B2>Amherst U11B - Black,Souhegan HS,Game,Boys U11 B2>Laconia Sachems,5200965
4/26/15,9:30 AM,10:45 AM,Boys U13 B2>Exeter,Exeter High School,Game,Boys U13 B2>Bow,5194128
4/26/15,10:00 AM,11:15 AM,Girls U9 B>Derry,E. Derry Memorial School,Game,Girls U9 B>Amherst U9B - Black,5187773
4/26/15,10:00 AM,11:15 AM,Boys U13 A>Hooksett,Donati Field,Game,Boys U13 A>Amherst U13A - Gold,5187255
4/26/15,10:00 AM,11:15 AM,Boys U13 B1>Seacoast,Portsmouth High,Game,Boys U13 B1>Hopkinton U13 Boys,5200177
4/26/15,10:00 AM,11:15 AM,Boys U11 B1>Lakes Region Lacrosse Club,LRLC The Meadows,Game,Boys U11 B1>ORYA White,5187417
4/26/15,10:00 AM,11:15 AM,Girls U13 B>Cocheco,Dover Fisk Field,Game,Girls U13 B>Abenaki-Wolfeboro,5182998
4/26/15,10:00 AM,11:45 AM,Girls U13 B>CONVAL LYNX,Shea Field,Game,Girls U13 B>Plymouth Youth Lacrosse,5183002
4/26/15,10:00 AM,11:15 AM,Boys U13 B1>Cocheco,Bellamy 3,Game,Boys U13 B1>Hampstead,5200179
4/26/15,10:15 AM,11:30 AM,Girls U15 B>Lakes Region Lacrosse Club,New Hampton School Turf,Game,Girls U15 B>MYL Girls U15B Junior Tomahawks,5182887
4/26/15,10:15 AM,11:30 AM,Boys U15 B>Goffstown,Coe-Brown Lower,Game,Boys U15 B>Black Bear,5200257
4/26/15,10:30 AM,11:45 AM,Boys U15 A>Windham U15,Griffin Park,Game,Boys U15 A>Salem Snipers,5182166
4/26/15,10:30 AM,11:45 AM,Boys U11 B2>Plymouth Youth Lacrosse,Bridge Road,Game,Boys U11 B2>MPAL U11 White,5200968
4/26/15,10:30 AM,11:45 AM,Girls U9 B>Windham U9 Yale,Searles School,Game,Girls U9 B>MPAL U9 Blue,5187778
4/26/15,10:30 AM,11:45 AM,Girls U11 B>Hopkinton U11 Girls,Houston Field #3,Game,Girls U11 B>MPAL U11 Blue,5183132
4/26/15,10:30 AM,11:45 AM,Boys U13 B2>Litchfield U13,LLA - Sawmill Brook,Game,Boys U13 B2>Peterborough,5194122
4/26/15,10:30 AM,11:45 AM,Boys U9 B>MYL Boys U9B Junior Tomahawks 2,Reeds 4,Game,Boys U9 B>Laconia Sachems,5208173
4/26/15,10:30 AM,11:45 AM,Boys U9 B>Abenaki-Wolfeboro,Brewster Academy Turf,Game,Boys U9 B>Derry U9B - White,5208170
4/26/15,10:30 AM,11:45 AM,Girls U9 B>Londonderry Girls U9 Vipers,West Road Field #2,Game,Girls U9 B>MYL Girls U9B Junior Tomahawks,5187772
4/26/15,10:30 AM,11:45 AM,Boys U11 B1>Hollis Brookline,Nichols Field,Game,Boys U11 B1>Hampton Lacrosse - Hounds,5187416
4/26/15,10:30 AM,11:45 AM,Boys U13 B1>Bedford,Bedford HS,Game,Boys U13 B1>Hampton Lacrosse - Rip Tide,5200173
4/26/15,10:30 AM,11:45 AM,Boys U11 B2>Rattlers U11 Maroon,East Road Fields,Game,Boys U11 B2>Merrimack Valley Blue Storm,5200964
4/26/15,10:30 AM,11:45 AM,Boys U13 C>Amherst U13C - White,Souhegan HS,Game,Boys U13 C>Exeter,5211062
4/26/15,10:30 AM,11:45 AM,Girls U15 B>JSG U15G,Bolton Field,Game,Girls U15 B>ORYA White,5182882
4/26/15,10:30 AM,11:45 AM,Boys U13 B2>Londonderry Boys U13 Ravens,L'Derry Middle School,Game,Boys U13 B2>MYL Boys U13B Junior Tomahawks,5194127
4/26/15,10:30 AM,11:45 AM,Boys U13 A>Nashua - White,Stellos Stadium,Game,Boys U13 A>Pelham Outlaws,5187259
4/26/15,10:30 AM,11:45 AM,Boys U11 B1>Keene Crush Orange,Sodexho Field,Game,Boys U11 B1>Pelham Outlaws,5187412
4/26/15,10:30 AM,11:45 AM,Girls U13 A>Windham U13 Duke,Nashua Road,Game,Girls U13 A>Nashua - Purple,5183082
4/26/15,10:30 AM,11:45 AM,Boys U11 A>Hampstead,Depot Road Field,Game,Boys U11 A>Amherst U11A - Gold,5182657
4/26/15,10:30 AM,11:45 AM,Boys U9 B>MPAL U9 White,Memorial HS,Game,Boys U9 B>Litchfield U9,5208169
4/26/15,10:30 AM,11:45 AM,Girls U11 B>Concord Crush Black,Martin Field,Game,Girls U11 B>Bow,5183136
4/26/15,10:30 AM,11:45 AM,Boys U9 A>Concord Crush Orange,Memorial Field,Game,Boys U9 A>Bedford,5187847
4/26/15,10:45 AM,12:00 PM,Boys U11 B1>Salem Snipers,Salem HS,Game,Boys U11 B1>Londonderry Boys U11 Lynx,5187415
4/26/15,11:00 AM,12:15 PM,Boys U9 A>Milford U9A - Blue,N. River Road Field,Game,Boys U9 A>Rattlers U9 Black,5187844
4/26/15,11:00 AM,12:15 PM,Boys U9 B>Pelham Outlaws,Muldoon Park U9 Field,Game,Boys U9 B>Hudson Hawks White,5208177
4/26/15,11:00 AM,12:15 PM,Boys U13 A>Goffstown,Laurier St Field,Game,Boys U13 A>Bedford,5187260
4/26/15,11:00 AM,12:15 PM,Boys U15 B>Exeter,Exeter High School,Game,Boys U15 B>Bow,5200266
4/26/15,11:00 AM,11:55 AM,Boys U13 C>Hudson Hawks,Presentation of Mary,Game,Boys U13 C>Pelham Outlaws,5211065
4/26/15,11:15 AM,12:30 PM,Girls U11 B>Derry,E. Derry Memorial School,Game,Girls U11 B>Bedford,5183138
4/26/15,11:15 AM,12:30 PM,Boys U13 B2>Hooksett,Donati Field,Game,Boys U13 B2>Abenaki-Wolfeboro,5194123
4/26/15,11:15 AM,12:30 PM,Boys U15 B>Seacoast,Portsmouth High,Game,Boys U15 B>Keene Crush,5200263
4/26/15,11:15 AM,12:30 PM,Boys U11 C>Cocheco,Bellamy 3,Game,Boys U11 C>Exeter - White,5200901
4/26/15,11:30 AM,12:45 PM,Boys U13 C>Black Bear,Coe-Brown Lower,Game,Boys U13 C>Concord Crush White,5211064
4/26/15,11:30 AM,12:45 PM,Girls U9 B>Lakes Region Lacrosse Club,New Hampton School Turf,Game,Girls U9 B>Nashua - Purple,5187774
4/26/15,11:45 AM,1:00 PM,Girls U15 B>Laconia Sachems,Laconia HS,Game,Girls U15 B>Nashua,5182880
4/26/15,11:45 AM,1:00 PM,Boys U15 A>Hampstead,Depot Road Field,Game,Boys U15 A>Bedford,5182169
4/26/15,11:45 AM,1:00 PM,Boys U9 A>Derry U9A,Humphrey Field,Game,Boys U9 A>Amherst U9A - Gold,5187849
4/26/15,11:45 AM,1:00 PM,Boys U13 C>Bedford,Bedford HS,Game,Boys U13 C>Derry U13C,5211060
4/26/15,11:45 AM,1:00 PM,Girls U9 B>Concord Crush Black,Martin Field,Game,Girls U9 B>Bow,5187779
4/26/15,11:45 AM,1:00 PM,Boys U13 C>Nashua - Black,Stellos Stadium,Game,Boys U13 C>Merrimack Valley Blue Storm,5211063
4/26/15,11:45 AM,1:00 PM,Girls U13 B>JSG U13G,Bolton Field,Game,Girls U13 B>Merrimack Valley Blue Storm,5183008
4/26/15,11:45 AM,1:00 PM,Boys U9 B>Rattlers U9 White,East Road Fields,Game,Boys U9 B>Hooksett,5208176
4/26/15,11:45 AM,1:00 PM,Boys U9 B>MPAL U9,Memorial HS,Game,Boys U9 B>Londonderry Boys U9 Cougars,5208182
4/26/15,11:45 AM,1:00 PM,Girls U11 B>Windham U11 Syracuse,Nashua Road,Game,Girls U11 B>Laconia Sachems,5183135
4/26/15,11:45 AM,1:00 PM,Girls U9 B>Hampstead,Phanzone,Game,Girls U9 B>Windham U9 Harvard,5187775
4/26/15,11:45 AM,1:00 PM,Girls U9 B>Londonderry U9 Cobras,West Road Field #2,Game,Girls U9 B>MPAL U9 White,5187780
4/26/15,11:45 AM,1:00 PM,Boys U13 B2>Windham U13B ,Griffin Park,Game,Boys U13 B2>MPAL U13 Blue,5194125
4/26/15,11:45 AM,1:00 PM,Boys U13 B2>Concord Crush Black,Memorial Field,Game,Boys U13 B2>Cocheco,5194126
4/26/15,12:00 PM,1:15 PM,Girls U13 A>Hollis Brookline,Hollis Middle,Game,Girls U13 A>Bedford,5183085
4/26/15,12:00 PM,12:55 PM,Boys U15 B>Hudson Hawks Maroon,Presentation of Mary,Game,Boys U15 B>Londonderry Boys U15 Warriors,5200256
